gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,Churn,HasInternet,InternetService_DSL,InternetService_Fiber_optic,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,1,-0.7098325790615434,1,1,0,0,0,0,0,0,0,1,-1.3295581742615106,0,0,0,0,0,1,0
0,0,1,1,-0.506112772679992,1,0,0,0,0,0,0,0,0,0,-1.4891123024354591,0,0,0,0,0,1,0
1,0,1,1,-1.1987601143772668,1,0,0,1,1,0,0,0,0,1,-0.2874702746254075,1,1,1,0,0,0,1
1,0,1,1,0.8791819107145575,1,1,0,1,0,1,1,1,1,1,1.3429734726521318,0,1,0,1,0,1,0
1,0,0,0,0.3902543753988342,1,0,0,0,0,0,0,0,1,1,-1.504070501951767,0,0,0,0,0,0,1
0,0,1,0,-0.9542963467194052,1,0,0,0,0,0,0,1,0,1,0.4970041888965074,0,1,0,1,0,1,0
0,0,0,0,1.24587756220135,1,1,0,1,0,0,1,1,2,0,1.0853600365379437,0,1,0,1,0,0,0
0,0,1,0,1.490341329859212,1,1,0,0,0,0,0,0,2,0,-1.3478404181147754,0,0,0,0,0,0,0
0,0,0,0,1.490341329859212,1,1,0,0,0,0,0,0,2,0,-1.336206262935425,0,0,0,0,1,0,0
1,0,1,0,0.3087664528462136,1,0,0,1,0,0,0,0,0,1,-0.4869129348428435,0,1,1,0,0,0,1
1,0,0,0,1.1236456783724194,0,0,1,1,1,0,0,0,2,0,-0.837599612391835,0,1,1,0,0,0,0
0,0,0,0,-1.1580161531009563,1,0,1,0,1,1,0,1,0,1,0.9839766842607472,1,1,0,1,0,0,0
0,1,0,0,1.5718292524118322,1,1,1,1,1,1,1,1,2,0,0.8327326669291911,0,1,1,0,0,0,1
0,0,1,0,0.1865345690172827,1,1,0,0,1,0,0,0,0,1,0.4704118342008493,1,1,0,1,1,0,0
1,0,1,0,-0.0171852373642686,1,1,0,1,0,0,1,1,0,1,1.131896657255345,0,1,0,1,1,0,0
1,0,0,0,0.2680224915699033,1,1,0,0,0,1,0,0,2,1,-0.3639232943754246,0,1,1,0,1,0,0
0,0,0,0,0.227278530293593,1,1,0,0,0,0,0,0,1,1,-1.3478404181147754,0,0,0,0,0,1,0
1,0,0,0,0.797693988161937,1,1,0,0,1,0,0,1,2,1,0.8194364895813623,0,1,0,1,1,0,0
0,0,1,1,0.6347181430566958,1,1,1,1,0,0,1,1,0,1,1.3446354948206105,0,1,0,1,1,0,0
1,0,1,1,1.5310852911355222,0,0,1,0,1,1,1,1,2,0,-0.176114789337339,0,1,1,0,0,0,0
1,0,0,0,-0.506112772679992,1,0,0,0,0,0,0,0,0,0,0.1911921098964387,0,1,0,1,1,0,0
0,0,0,0,0.7162060656093164,1,1,1,0,1,1,1,1,1,1,0.5884154081628322,0,1,1,0,1,0,0
0,0,0,0,-0.5468567339563023,0,0,0,0,0,0,1,1,1,1,-0.6630872847015785,1,1,1,0,1,0,0
1,0,1,1,-0.3023929662984406,1,0,1,1,1,0,0,0,1,1,-0.1063098582612364,0,1,1,0,0,0,0
1,0,0,0,-0.8320644628904743,1,0,0,1,0,0,0,0,0,1,-0.5234774225493735,0,1,1,0,0,0,0
1,1,1,0,0.2680224915699033,1,1,0,1,1,0,1,1,0,1,1.3579316721684396,1,1,0,1,0,1,0
1,0,0,0,-1.0357842692720256,1,0,0,0,1,0,0,0,0,0,0.327477927711687,1,1,0,1,0,0,1
0,0,1,1,-0.3838808888510611,1,0,1,1,1,1,0,0,1,1,0.0482582034072764,0,1,1,0,0,0,1
1,0,0,0,-0.22090504374582,1,0,0,0,0,0,0,0,0,1,-1.509056568457203,0,0,0,0,0,1,0
1,1,0,0,0.5939741817803856,1,1,0,0,0,0,1,0,0,1,0.706418982124815,0,1,0,1,1,0,0
1,0,1,1,-0.2616490050221303,1,0,0,0,0,0,0,0,2,1,-1.517366679299596,0,0,0,0,1,0,0
0,0,1,0,-0.7505765403378537,1,1,1,0,0,0,1,0,0,1,-0.0032644838155611,1,1,1,0,0,0,0
0,1,1,0,-0.8728084241667845,1,1,0,0,1,1,1,1,0,1,1.304746962777123,1,1,0,1,0,0,0
1,0,0,1,-1.2395040756535771,1,0,0,0,0,0,0,0,0,0,-1.5140426349626388,0,0,0,0,0,0,1
0,0,1,1,-0.2616490050221303,1,0,1,1,0,0,0,0,0,0,0.5701331643095673,0,1,0,1,0,1,0
0,1,1,0,1.6125732136881423,1,1,1,1,1,1,1,1,2,1,1.6570956624945936,0,1,0,1,0,0,0
0,0,1,1,1.24587756220135,1,0,0,0,0,0,0,0,2,0,-1.4891123024354591,0,0,0,0,1,0,0
1,0,1,1,1.5718292524118322,1,0,0,0,0,0,0,0,2,0,-1.495760391109374,0,0,0,0,0,0,1
1,0,1,1,-0.8728084241667845,1,1,1,0,0,0,1,0,0,1,0.0116937157007466,0,1,1,0,0,0,0
1,1,1,0,-0.7505765403378537,1,0,0,0,0,0,0,0,1,0,-1.5007464576148095,0,0,0,0,0,0,1
0,0,0,1,-0.791320501614164,1,1,1,1,1,1,1,1,2,0,0.802816267896576,0,1,1,0,1,0,0
1,0,0,1,-1.076528230548336,1,0,0,0,0,0,0,0,0,1,-1.4824642137615447,0,0,0,0,0,0,1
1,1,1,1,-0.8728084241667845,1,1,0,0,0,0,0,0,0,1,0.3457601715649518,0,1,0,1,1,0,0
1,0,1,0,-0.5876006952326126,1,1,0,1,0,0,0,0,0,0,-0.2658639864351854,0,1,1,0,1,0,0
1,0,0,0,-1.2802480369298874,0,0,0,0,0,0,0,1,0,1,-0.9722234080386044,1,1,1,0,0,1,0
0,0,1,0,-0.0171852373642686,1,0,1,0,0,0,0,0,0,1,0.3557323045758235,0,1,0,1,0,0,0
1,0,0,0,-0.1394171211931994,0,0,1,0,0,1,0,0,1,0,-0.9705613858701256,0,1,1,0,0,0,1
0,0,0,0,-1.1987601143772668,1,1,0,0,0,0,1,0,0,1,-0.1511844568101595,0,1,1,0,0,1,0
0,0,0,0,-1.2395040756535771,1,1,0,0,0,0,1,1,0,1,1.0089070167879266,1,1,0,1,0,1,0
1,0,1,1,-0.791320501614164,1,0,0,0,1,0,1,1,0,1,1.0587676818422855,1,1,0,1,0,0,1
0,0,0,0,0.3495104141225239,0,0,0,1,0,0,0,1,0,1,-0.8126692798646555,0,1,1,0,0,1,0
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,-1.527338812310468,0,0,0,0,0,1,0
1,0,0,0,-1.0357842692720256,1,0,0,0,0,0,1,0,0,0,-0.3306828510058519,0,1,1,0,0,0,1
0,0,1,0,0.797693988161937,1,0,1,0,1,0,1,0,1,1,-0.0165606611633903,0,1,1,0,0,0,1
0,0,1,1,0.512486259227765,1,1,0,0,0,0,0,0,2,1,-1.3345442407669466,0,0,0,0,0,0,0
1,0,1,0,1.5310852911355222,1,1,0,1,1,1,1,0,2,0,0.375676570597567,0,1,1,0,1,0,0
0,0,0,0,0.8384379494382472,1,0,0,0,0,0,0,0,2,0,-1.5323248788159036,0,0,0,0,0,0,1
0,1,1,0,1.2051336009250395,1,1,0,1,1,0,1,0,1,1,1.10198025822273,0,1,0,1,1,0,0
0,0,1,0,1.1236456783724194,1,1,1,1,0,0,0,1,0,1,0.974004551249875,0,1,0,1,1,0,0
0,1,1,0,-1.1987601143772668,1,0,0,0,0,0,1,0,0,1,0.5186104770867298,1,1,0,1,0,1,0
0,1,1,0,-0.3838808888510611,1,0,1,0,0,0,1,1,0,1,1.0072449946194475,0,1,0,1,0,1,0
1,0,0,1,-1.2802480369298874,0,0,0,1,0,0,0,0,0,1,-1.1118332701908096,1,1,1,0,0,0,1
0,0,0,0,1.4088534073065913,1,0,1,0,1,1,0,1,1,1,0.2510249079616695,0,1,1,0,0,0,0
0,0,0,0,-0.8320644628904743,1,1,0,1,0,0,1,0,0,1,0.829408622592234,1,1,0,1,0,0,0
0,1,1,0,1.5718292524118322,1,1,1,1,1,1,0,1,2,1,0.5950634968367469,0,1,1,0,0,0,0
1,0,0,0,-0.3023929662984406,1,0,0,0,0,0,0,0,1,0,-1.4924363467724169,0,0,0,0,1,0,0
0,0,0,0,-1.1172721918246462,1,1,1,0,0,0,0,0,0,1,-0.3655853165439033,0,1,1,0,0,1,0
1,0,0,0,-0.2616490050221303,1,1,0,0,0,0,0,0,1,1,-0.4403763141254418,0,1,1,0,1,0,0
1,0,1,1,-1.2802480369298874,1,0,0,0,0,0,0,0,1,0,-1.5007464576148095,0,0,0,0,0,0,1
1,1,0,0,1.5310852911355222,0,0,0,1,1,0,1,0,1,1,-0.6896796393972369,0,1,1,0,1,0,0
1,0,1,1,1.6125732136881423,1,1,1,1,1,1,1,1,2,1,1.635489374304371,0,1,0,1,0,1,0
1,0,1,0,1.1236456783724194,1,0,0,1,0,0,1,1,1,1,0.9839766842607472,1,1,0,1,0,1,0
0,1,1,1,-0.0171852373642686,1,1,0,1,0,0,1,1,0,1,1.183419344478183,0,1,0,1,0,1,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,-1.494098368940895,1,0,0,0,0,1,0
0,0,0,0,-0.7505765403378537,1,1,0,1,0,0,0,0,1,1,-0.3506271170275956,0,1,1,0,0,0,1
0,0,0,0,-0.791320501614164,1,1,1,0,0,0,0,0,0,1,0.5053142997389005,0,1,0,1,1,0,0
0,0,0,0,-1.076528230548336,1,1,0,1,1,1,1,1,0,1,1.4992035564891233,1,1,0,1,1,0,0
0,0,0,0,0.5532302205040753,1,1,1,0,1,0,1,1,2,0,0.4787219450432425,0,1,1,0,0,0,1
1,0,0,0,-0.7098325790615434,1,0,0,0,1,1,1,1,0,1,1.2149977656792768,1,1,0,1,0,1,0
1,1,1,0,0.4309983366751445,1,1,0,1,0,1,1,0,0,1,0.9806526399237896,0,1,0,1,0,1,0
1,0,0,0,0.2680224915699033,1,0,0,0,0,1,0,0,2,1,-0.498547090022194,0,1,1,0,0,0,0
1,1,0,0,-0.4653688114036817,1,0,0,0,1,0,1,0,0,1,-0.1578325454840742,1,1,1,0,0,0,0
1,0,0,0,1.0014137945434884,0,0,1,0,1,0,1,1,0,1,-0.3672473387123819,0,1,1,0,0,1,0
0,0,1,0,0.8384379494382472,1,0,0,0,0,1,1,1,1,1,0.952398263059653,0,1,0,1,0,1,0
1,0,1,1,-0.5876006952326126,1,0,1,0,1,0,1,0,0,1,0.7679138023585248,0,1,0,1,0,0,1
0,0,0,0,-1.2802480369298874,1,1,0,0,0,0,0,1,0,1,-0.1545085011471169,1,1,1,0,0,1,0
0,0,1,0,1.0421577558197987,1,1,1,0,0,1,0,0,1,1,-0.1245921021145015,0,1,1,0,0,0,0
0,1,0,0,1.5718292524118322,1,1,0,0,1,0,1,1,2,0,1.304746962777123,0,1,0,1,0,0,0
0,0,0,0,0.1050466464646622,1,0,0,0,1,1,1,1,1,1,1.1451928346031743,0,1,0,1,0,1,0
1,0,0,0,-1.1987601143772668,1,0,0,0,1,0,0,1,0,0,0.6947848269454648,0,1,0,1,1,0,0
1,0,0,0,0.227278530293593,1,1,1,1,0,0,1,1,1,1,1.331339317472781,0,1,0,1,0,1,0
1,0,1,1,0.1050466464646622,1,1,1,1,1,1,0,0,2,1,0.1446554891790373,0,1,1,0,1,0,0
1,0,0,0,-1.0357842692720256,1,1,0,0,1,0,1,0,0,1,0.8526769329509349,1,1,0,1,0,1,0
0,0,0,0,0.5939741817803856,1,0,0,0,1,1,1,1,2,0,0.3208298390377723,0,1,1,0,0,0,1
0,0,0,0,-0.7505765403378537,1,0,0,1,0,0,0,0,0,0,-0.4769408018319716,0,1,1,0,0,1,0
0,1,1,0,-0.506112772679992,1,0,0,1,0,0,0,1,0,1,-0.1594945676525527,0,1,1,0,0,1,0
1,0,1,0,1.368109446030281,1,1,1,1,0,1,1,1,2,0,0.679826627429157,0,1,1,0,0,1,0
1,0,1,0,-0.7098325790615434,1,0,0,0,0,0,0,0,0,1,-1.5073945462887242,0,0,0,0,1,0,0
0,0,0,0,0.3902543753988342,1,0,0,0,0,0,0,0,2,1,-1.46418196990828,0,0,0,0,0,0,0
0,0,1,0,-0.6283446565089229,1,1,1,0,0,0,0,0,0,0,0.4687498120323708,0,1,0,1,0,1,0
1,0,0,0,0.1865345690172827,1,1,0,1,0,1,1,1,1,1,1.3197051622934308,0,1,0,1,1,0,0
0,0,0,0,-0.8320644628904743,1,0,0,1,0,0,0,0,0,1,-0.5118432673700231,0,1,1,0,0,1,0
1,0,1,0,0.8384379494382472,1,0,0,1,0,0,1,1,1,1,0.978990617755311,1,1,0,1,0,0,0
0,0,0,0,1.1236456783724194,1,1,0,0,0,0,0,0,2,0,-1.322910085587596,0,0,0,0,0,0,1
1,0,1,1,-0.5876006952326126,0,0,0,0,0,0,0,0,0,0,-1.304627841734331,0,1,1,0,1,0,0
1,0,0,0,-1.2802480369298874,1,1,0,0,0,0,0,0,0,1,0.3357880385540801,1,1,0,1,0,1,0
0,0,0,0,-1.1987601143772668,1,0,0,0,0,0,0,0,0,1,0.17789593254861,0,1,0,1,0,1,0
0,0,0,1,-0.9542963467194052,1,0,0,0,0,1,1,1,0,1,0.1529656000214305,0,1,1,0,1,0,0
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,1,0,0,1,0.5136244105812937,1,1,0,1,0,1,0
1,0,1,0,0.960669833267178,1,1,1,1,1,0,0,0,1,1,0.9424261300487812,0,1,0,1,0,1,0
1,0,1,1,-0.6283446565089229,1,0,0,0,0,0,0,0,0,1,0.1396694226736012,1,1,0,1,0,1,0
0,0,1,1,-0.8728084241667845,1,1,0,0,0,1,0,1,0,1,0.0515822477442334,1,1,1,0,0,1,0
1,0,0,0,-1.0357842692720256,1,0,0,0,0,0,0,0,0,1,0.1579516665268661,0,1,0,1,0,1,0
0,0,1,1,1.490341329859212,1,0,0,0,0,0,0,0,2,0,-1.4824642137615447,0,0,0,0,0,0,0
1,0,0,0,-0.5468567339563023,1,1,0,0,0,0,0,1,0,1,0.7047569599563366,1,1,0,1,0,0,0
0,0,1,1,-1.1987601143772668,1,0,0,0,0,0,0,1,0,1,0.5152864327497723,1,1,0,1,0,1,0
1,0,1,1,0.8791819107145575,1,0,0,0,0,0,0,0,2,0,-1.4758161250876305,0,0,0,0,1,0,0
1,0,1,0,1.2051336009250395,1,1,0,0,0,0,0,0,1,1,-1.3644606397995618,0,0,0,0,1,0,0
1,0,0,0,-0.3431369275747509,1,1,0,1,0,0,1,0,0,1,0.856000977287892,1,1,0,1,1,0,0
0,0,1,1,1.2051336009250395,1,1,0,0,0,0,1,1,0,1,0.1878680655594816,0,1,1,0,1,0,0
1,0,0,0,-0.6283446565089229,1,1,1,0,0,0,0,1,0,0,0.03163798172249,0,1,1,0,0,0,0
1,0,0,0,-0.9542963467194052,0,0,0,0,0,0,0,0,0,1,-1.336206262935425,0,1,1,0,0,0,1
1,0,1,1,1.2866215234776603,1,0,1,0,1,1,1,0,2,0,0.1479795335159944,0,1,1,0,0,0,1
0,0,0,0,-1.2395040756535771,1,1,0,0,0,0,0,0,0,1,0.3690284819236528,1,1,0,1,0,1,0
1,0,1,1,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,-0.6298468413320059,1,1,1,0,0,0,1
0,0,1,0,-0.6690886177852331,0,0,0,0,0,1,1,1,0,1,-0.4935610235167579,1,1,1,0,0,1,0
0,0,1,0,1.6125732136881423,1,1,0,0,0,0,0,0,2,0,-1.3345442407669466,0,0,0,0,0,0,0
1,0,0,0,-0.0986731599168891,1,1,1,1,1,0,0,0,1,0,0.8510149107824564,0,1,0,1,0,0,0
0,0,1,0,0.6754621043330061,1,1,1,0,0,0,1,1,0,1,1.1983775439944904,0,1,0,1,0,0,1
1,0,1,0,1.1643896396487294,1,1,1,0,1,1,0,1,2,0,0.3507462380703874,0,1,1,0,1,0,0
1,0,1,1,0.5939741817803856,1,1,0,1,0,0,1,0,0,0,0.7446454919998238,0,1,0,1,0,1,0
1,0,0,0,-0.506112772679992,1,0,1,0,1,0,0,1,0,0,-0.0132366168264328,0,1,1,0,1,0,0
1,0,1,1,0.0643026851883519,1,0,0,0,0,0,1,0,0,0,0.4488055460106269,1,1,0,1,0,1,0
0,0,1,1,1.5310852911355222,1,1,0,0,0,0,0,0,2,0,-1.3328822185984677,0,0,0,0,0,0,0
1,0,0,1,0.8791819107145575,1,0,1,1,0,1,1,1,1,1,1.3645797608423538,0,1,0,1,0,1,0
1,1,1,0,1.1643896396487294,1,1,0,1,1,1,1,0,1,1,1.1136144134020802,0,1,0,1,0,0,1
1,0,0,0,-1.1987601143772668,1,1,0,0,0,0,0,0,0,1,0.403930947461704,1,1,0,1,0,1,0
1,0,0,0,-0.791320501614164,1,0,0,0,0,0,0,0,1,0,-1.5073945462887242,0,0,0,0,0,0,1
0,1,0,0,-0.6690886177852331,1,1,0,0,0,0,1,1,0,1,1.0421474601574994,1,1,0,1,0,1,0
0,0,1,1,-1.1987601143772668,1,0,0,1,0,0,1,0,0,1,-0.2027071440329971,0,1,1,0,1,0,0
1,0,0,0,-0.3023929662984406,1,0,0,0,0,0,0,0,0,1,-1.4841262359300234,0,0,0,0,0,0,1
1,0,0,0,-0.0986731599168891,1,1,1,0,0,0,0,1,0,1,-0.0099125724894757,0,1,1,0,0,0,1
0,0,1,0,-0.4653688114036817,0,0,1,0,0,0,0,0,0,0,-1.2065685337940917,0,1,1,0,0,1,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,-0.648129085185271,1,1,1,0,0,1,0
0,0,0,0,-0.7098325790615434,1,0,0,0,0,0,0,0,0,0,-1.509056568457203,1,0,0,0,0,0,0
1,1,1,0,-0.3838808888510611,1,0,0,0,0,0,1,1,0,1,0.8526769329509349,0,1,0,1,0,1,0
0,0,1,1,0.512486259227765,1,1,1,1,0,0,1,1,0,1,1.3413114504836532,0,1,0,1,0,1,0
0,0,1,1,-0.3431369275747509,1,1,0,1,1,0,0,0,1,0,0.6100216963530546,0,1,0,1,0,0,0
0,0,0,0,-0.8728084241667845,1,1,0,0,0,1,1,0,0,0,0.8427047999400633,1,1,0,1,0,1,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,-0.6564391960276642,1,1,1,0,0,0,1
0,0,1,0,0.960669833267178,1,1,0,0,1,1,1,1,2,0,1.2764925859129863,0,1,0,1,0,0,0
0,0,0,0,-1.2802480369298874,1,0,0,1,0,0,0,0,0,0,0.3657044375866952,1,1,0,1,0,1,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,-1.5073945462887242,0,0,0,0,0,1,0
0,0,0,0,-1.0357842692720256,1,0,0,0,0,0,0,1,0,1,0.4820459893801996,1,1,0,1,0,1,0
0,1,1,0,0.9199258719908678,1,0,0,0,1,1,1,0,2,0,0.7978302013911399,0,1,0,1,1,0,0
0,0,0,0,-1.2395040756535771,0,0,0,0,0,1,0,0,0,1,-1.1267914697071173,1,1,1,0,0,1,0
0,0,1,1,1.6125732136881423,1,1,1,0,1,1,1,1,2,1,0.7014329156193795,0,1,1,0,1,0,0
0,1,0,0,0.512486259227765,0,0,0,0,0,0,0,1,1,0,-1.0170980065875277,0,1,1,0,0,1,0
0,0,0,0,0.5939741817803856,1,0,0,0,0,0,0,0,2,0,-1.4841262359300234,0,0,0,0,0,0,1
0,1,0,0,0.5532302205040753,1,0,0,1,0,0,1,1,1,0,1.0122310611248837,1,1,0,1,1,0,0
1,0,0,0,-1.2395040756535771,1,0,0,1,0,0,0,0,0,1,-0.4819268683374076,0,1,1,0,0,0,1
0,0,1,0,-1.2395040756535771,1,0,1,0,0,1,0,0,0,1,0.5103003662443366,0,1,0,1,0,1,0
0,0,1,0,-0.8320644628904743,1,0,0,1,0,0,0,0,0,1,-0.4503484471363135,0,1,1,0,0,1,0
0,1,1,0,1.4495973685829016,1,1,0,1,0,0,0,1,0,1,0.8244225560867979,1,1,0,1,0,0,0
1,0,1,1,1.490341329859212,1,0,0,0,0,1,1,1,2,1,1.010569038956405,0,1,0,1,1,0,0
1,1,0,1,0.960669833267178,1,0,1,0,0,0,1,1,1,0,0.997272861608576,0,1,0,1,1,0,0
0,1,0,0,-1.1580161531009563,1,1,1,0,0,0,0,0,0,1,0.5136244105812937,0,1,0,1,0,1,0
1,0,1,0,1.2866215234776603,1,1,0,1,1,1,1,0,2,1,0.375676570597567,0,1,1,0,0,0,0
1,0,1,0,1.082901717096109,1,1,1,1,1,0,1,1,1,1,1.5075136673315166,1,1,0,1,0,1,0
1,0,1,1,1.2051336009250395,1,1,1,1,1,1,1,1,2,0,1.6870120615272086,0,1,0,1,0,0,0
1,0,1,1,1.24587756220135,1,1,0,0,0,0,0,0,2,0,-1.3345442407669466,0,0,0,0,1,0,0
0,0,0,0,0.8384379494382472,0,0,1,1,1,1,1,0,1,1,-0.3722334052178177,0,1,1,0,0,1,0
1,0,1,1,-1.1172721918246462,1,0,0,0,0,0,0,0,0,0,-1.5073945462887242,0,0,0,0,0,0,1
1,1,1,0,0.6754621043330061,1,1,1,1,1,0,0,0,0,1,0.7778859353693965,0,1,0,1,0,1,0
0,0,1,1,1.2051336009250395,1,1,1,0,0,0,1,1,2,1,1.2083496770053626,0,1,0,1,0,0,0
0,0,1,0,0.9199258719908678,1,0,1,1,0,1,0,0,2,0,-0.2658639864351854,0,1,1,0,0,0,1
0,1,1,0,1.5718292524118322,1,0,1,1,1,1,1,0,2,1,1.1501789011086103,0,1,0,1,0,1,0
0,0,1,1,1.6125732136881423,1,0,0,0,0,0,0,0,2,1,-1.485788258098502,0,0,0,0,1,0,0
1,0,1,1,0.1457906077409725,0,0,1,0,1,1,1,1,1,0,-0.1362262572938518,0,1,1,0,1,0,0
1,0,1,0,-0.3023929662984406,1,0,0,0,0,0,0,0,1,1,-1.4575338812343652,0,0,0,0,0,0,0
0,1,1,0,1.6125732136881423,1,1,1,1,1,1,1,1,2,1,1.6637437511685078,0,1,0,1,0,0,0
0,0,0,0,0.1457906077409725,1,0,0,0,0,0,0,0,1,1,-1.5140426349626388,0,0,0,0,0,0,0
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,1,1,0,1,-0.0664213262177493,0,1,1,0,0,0,1
0,0,1,0,1.6125732136881423,1,1,1,0,1,0,1,1,2,1,1.3529456056630036,0,1,0,1,0,1,0
1,0,1,1,1.082901717096109,1,0,0,0,0,0,0,0,2,0,-1.494098368940895,0,0,0,0,0,0,1
1,1,1,0,-1.0357842692720256,1,0,0,0,0,0,1,1,0,1,0.8210985117498408,1,1,0,1,0,1,0
0,0,0,0,-1.2802480369298874,1,0,0,0,1,1,1,1,1,0,0.3091956838584216,0,1,1,0,1,0,0
0,0,1,1,-0.0986731599168891,1,1,0,1,1,1,1,1,0,1,1.419426492402149,0,1,0,1,0,1,0
1,0,0,0,1.2866215234776603,1,0,0,0,0,0,0,0,2,0,-1.504070501951767,0,0,0,0,0,0,1
1,0,0,0,1.24587756220135,1,1,1,1,1,1,0,0,1,0,0.1330213339996866,0,1,1,0,0,0,0
1,1,1,0,1.6125732136881423,1,1,1,1,1,0,1,1,2,0,0.653234272733499,0,1,1,0,1,0,0
1,0,1,0,-0.9950403079957154,1,0,1,0,0,0,0,0,0,0,0.3391120828910372,1,1,0,1,0,1,0
0,0,0,0,1.2051336009250395,1,1,0,1,1,1,1,1,2,0,0.6548962949019775,0,1,1,0,0,0,0
1,0,1,1,1.4088534073065913,1,1,0,1,1,1,1,1,2,1,1.5424161328695678,0,1,0,1,0,0,0
1,0,0,0,-1.076528230548336,1,0,0,0,0,0,0,0,0,0,-0.6664113290385358,1,1,1,0,0,1,0
0,0,1,1,1.5310852911355222,1,1,1,0,0,1,1,1,2,1,0.525258565760644,0,1,1,0,0,0,0
0,1,0,0,-0.506112772679992,1,0,0,0,0,0,1,0,0,0,0.5285826100976015,0,1,0,1,0,0,0
0,0,0,0,-1.1172721918246462,1,1,0,0,0,0,0,0,0,0,0.3590563489127806,0,1,0,1,0,1,0
0,0,1,1,-0.3431369275747509,0,0,1,1,1,0,1,1,1,0,-0.2392716317395271,0,1,1,0,0,1,0
0,0,1,0,-0.8728084241667845,1,0,0,0,0,0,0,0,0,1,-0.6896796393972369,1,1,1,0,0,1,0
1,0,1,0,1.6125732136881423,1,1,0,1,1,1,1,1,2,1,1.522471866847824,0,1,0,1,1,0,0
0,0,1,1,1.368109446030281,1,0,1,1,0,1,0,0,2,1,-0.2193273657177834,0,1,1,0,1,0,0
0,0,1,1,0.512486259227765,1,0,1,0,1,1,1,1,2,1,0.5385547431084732,0,1,1,0,0,0,1
0,0,1,1,1.490341329859212,1,0,0,0,0,0,0,0,2,0,-1.499084435446331,0,0,0,0,0,0,0
1,1,1,0,-0.7098325790615434,1,1,0,0,0,0,0,1,0,1,0.6914607826085073,1,1,0,1,0,0,0
0,0,0,0,-0.1801610824695097,1,0,0,0,1,0,1,0,0,1,-0.1744527671688605,0,1,1,0,0,0,0
0,0,0,0,1.5310852911355222,1,1,1,1,1,1,1,1,1,0,1.6870120615272086,1,1,0,1,1,0,0
0,0,0,0,0.1457906077409725,1,0,1,1,1,1,0,1,1,1,0.3573943267443021,0,1,1,0,0,0,1
1,1,0,0,-0.6690886177852331,1,1,0,0,0,0,1,0,0,1,0.72470122597808,1,1,0,1,0,1,0
0,0,0,0,-0.5876006952326126,1,1,0,0,0,0,1,0,0,1,0.6781646052606785,1,1,0,1,0,1,0
0,0,1,0,0.0643026851883519,1,1,0,0,0,0,1,1,0,1,1.0920081252118583,1,1,0,1,0,1,0
1,0,1,1,0.3902543753988342,0,0,0,1,1,0,0,1,1,1,-0.6547771738591854,0,1,1,0,1,0,0
1,0,0,0,0.6347181430566958,1,1,1,0,0,1,0,1,1,1,0.204488287244268,0,1,1,0,0,0,0
1,0,1,0,0.5939741817803856,1,1,0,1,1,1,1,1,0,1,1.4875694013097729,1,1,0,1,0,1,0
0,0,1,1,0.2680224915699033,1,1,0,1,1,1,0,0,1,1,0.8227605339183194,1,1,0,1,0,1,0
0,0,1,1,-0.8728084241667845,1,0,0,0,0,0,0,0,2,0,-1.459195903402844,0,0,0,0,1,0,0
1,0,0,0,-1.0357842692720256,1,0,0,0,0,0,0,0,0,1,-1.4907743246039378,0,0,0,0,0,0,1
0,0,0,0,-1.1987601143772668,1,1,0,0,0,0,0,0,0,0,-1.336206262935425,0,0,0,0,0,0,1
1,0,0,0,-0.9950403079957154,1,0,1,0,1,0,0,1,0,1,0.0632164029235842,0,1,1,0,0,1,0
1,0,0,1,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,-1.5073945462887242,1,0,0,0,0,0,1
1,0,1,1,-0.0171852373642686,1,0,1,1,1,0,0,1,1,0,0.997272861608576,0,1,0,1,0,0,1
1,0,1,1,1.1236456783724194,1,0,1,1,1,1,0,0,1,1,0.0349620260594471,0,1,1,0,0,0,0
0,0,1,0,-0.9135523854430948,1,0,0,0,0,0,0,0,0,1,-1.4907743246039378,0,0,0,0,0,0,0
0,0,1,0,1.5718292524118322,1,1,0,0,0,0,0,0,2,1,-1.3345442407669466,0,0,0,0,0,0,0
0,0,1,1,-1.1580161531009563,1,0,0,0,0,0,0,0,0,0,-1.477478147256109,1,0,0,0,0,0,1
0,1,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,1,0.1479795335159944,1,1,0,1,0,1,0
0,0,1,1,0.4309983366751445,0,0,1,1,0,1,1,0,1,1,-0.4503484471363135,0,1,1,0,0,0,0
1,0,1,0,1.082901717096109,1,1,0,0,1,0,1,1,1,1,1.1535029454455674,1,1,0,1,0,0,0
